"Store","$/lb","lb sold"
"LOUISVILLE - WINN DIXIE",2.600559,1790
"LOUISVILLE - WINN DIXIE",2.600599,2336
"LOUISVILLE - WINN DIXIE",2.600602,1660
"LOUISVILLE - WINN DIXIE",2.600606,1650
"LOUISVILLE - WINN DIXIE",2.600608,1645
"LOUISVILLE - WINN DIXIE",2.600838,1671
"LOUISVILLE - WINN DIXIE",2.600906,1546
"LOUISVILLE - WINN DIXIE",2.601071,1494
"MIAMI - PUBLIX",2.386702,14528
"MIAMI - PUBLIX",2.391583,10289
"MIAMI - PUBLIX",2.394688,10279
"MIAMI - PUBLIX",2.402562,10227
"MIAMI - PUBLIX",2.440783,13594
"MIAMI - PUBLIX",2.451861,10802
"MIAMI - PUBLIX",2.458362,13173
"MIAMI - PUBLIX",2.483068,14617
"MIAMI - PUBLIX",2.486935,11864
"MIAMI - PUBLIX",2.500662,12078
"MIAMI - PUBLIX",2.50543,11234
"MIAMI - PUBLIX",2.510917,10671
"MIAMI - PUBLIX",2.543692,10986
"MIAMI - PUBLIX",2.545193,11130
"MIAMI - PUBLIX",2.547004,10446
"MIAMI - PUBLIX",2.5546,8141
"MIAMI - PUBLIX",2.566975,10168
"MIAMI - PUBLIX",2.569759,8730
"MIAMI - PUBLIX",2.578058,10883
"MIAMI - PUBLIX",2.584553,11679
"MIAMI - PUBLIX",2.620425,10027
"MIAMI - PUBLIX",2.629034,12117
"MIAMI - PUBLIX",2.630752,9996
"MIAMI - PUBLIX",2.631372,10162
"MIAMI - PUBLIX",2.632745,10701
"MIAMI - PUBLIX",2.634831,9612
"MIAMI - PUBLIX",2.63933,8889
"MIAMI - PUBLIX",2.640291,11134
"MIAMI - PUBLIX",2.645246,9181
"MIAMI - PUBLIX",2.646202,9887
"MIAMI - PUBLIX",2.646853,10279
"MIAMI - PUBLIX",2.648246,10061
"MIAMI - PUBLIX",2.649228,9653
"MIAMI - PUBLIX",2.650193,10117
"MIAMI - PUBLIX",2.652744,11660
"MIAMI - PUBLIX",2.652775,10918
"MIAMI - PUBLIX",2.662931,8387
"MIAMI - PUBLIX",2.676438,11701
"MIAMI - PUBLIX",2.698924,10685
"MIAMI - PUBLIX",2.726992,8736
"MIAMI - PUBLIX",2.728657,9523
"MIAMI - PUBLIX",2.730249,10354
"MIAMI - PUBLIX",2.746041,10104
"MIAMI - PUBLIX",2.754505,10045
"MIAMI - PUBLIX",2.762049,8569
"MIAMI - PUBLIX",2.763373,9048
"MIAMI - PUBLIX",2.764089,8961
"MIAMI - PUBLIX",2.767662,9512
"MIAMI - PUBLIX",2.772096,9074
"MIAMI - PUBLIX",2.773057,8544
"MIAMI - PUBLIX",2.830147,9991
"MIAMI - PUBLIX",2.830899,9450
"MIAMI - PUBLIX",2.863505,8330
"MIAMI - PUBLIX",2.889243,7855
"MIAMI - PUBLIX",2.895108,8361
"MIAMI - PUBLIX",3.037612,7923
"MIAMI - PUBLIX",3.043931,8445
"MIAMI - PUBLIX",3.058091,8435
"MIAMI - PUBLIX",3.067392,7078
"MIAMI - PUBLIX",3.088855,7878
"MIAMI - PUBLIX",3.108173,8283
"MIAMI - WINN DIXIE",2.386514,7415
"MIAMI - WINN DIXIE",2.386549,8832
"MIAMI - WINN DIXIE",2.386642,8504
"MIAMI - WINN DIXIE",2.386848,8166
"MIAMI - WINN DIXIE",2.414407,9995
"MIAMI - WINN DIXIE",2.427943,7952
"MIAMI - WINN DIXIE",2.428335,9056
"MIAMI - WINN DIXIE",2.434056,8621
"MIAMI - WINN DIXIE",2.451702,8696
"MIAMI - WINN DIXIE",2.478007,9594
"MIAMI - WINN DIXIE",2.490097,8078
"MIAMI - WINN DIXIE",2.493541,7432
"MIAMI - WINN DIXIE",2.498168,9005
"MIAMI - WINN DIXIE",2.498743,7162
"MIAMI - WINN DIXIE",2.499604,8843
"MIAMI - WINN DIXIE",2.500292,8557
"MIAMI - WINN DIXIE",2.500789,8235
"MIAMI - WINN DIXIE",2.501262,8321
"MIAMI - WINN DIXIE",2.502458,8542
"MIAMI - WINN DIXIE",2.506211,8694
"MIAMI - WINN DIXIE",2.506859,8091
"MIAMI - WINN DIXIE",2.508308,7944
"MIAMI - WINN DIXIE",2.508352,8561
"MIAMI - WINN DIXIE",2.5117,9402
"MIAMI - WINN DIXIE",2.511807,7919
"MIAMI - WINN DIXIE",2.512237,8662
"MIAMI - WINN DIXIE",2.512356,8619
"MIAMI - WINN DIXIE",2.512433,7681
"MIAMI - WINN DIXIE",2.513283,8206
"MIAMI - WINN DIXIE",2.513454,8176
"MIAMI - WINN DIXIE",2.514492,8453
"MIAMI - WINN DIXIE",2.516493,7276
"MIAMI - WINN DIXIE",2.517414,8183
"MIAMI - WINN DIXIE",2.518716,7507
"MIAMI - WINN DIXIE",2.520101,8358
"MIAMI - WINN DIXIE",2.520296,8253
"MIAMI - WINN DIXIE",2.521206,9054
"MIAMI - WINN DIXIE",2.523547,8706
"MIAMI - WINN DIXIE",2.524078,9054
"MIAMI - WINN DIXIE",2.525565,7784
"MIAMI - WINN DIXIE",2.525621,8938
"MIAMI - WINN DIXIE",2.52585,8356
"MIAMI - WINN DIXIE",2.526197,8436
"MIAMI - WINN DIXIE",2.527133,7150
"MIAMI - WINN DIXIE",2.529294,7971
"MIAMI - WINN DIXIE",2.529332,8097
"MIAMI - WINN DIXIE",2.529588,8669
"MIAMI - WINN DIXIE",2.529946,8482
"MIAMI - WINN DIXIE",2.531978,8412
"MIAMI - WINN DIXIE",2.533086,7813
"MIAMI - WINN DIXIE",2.533231,7794
"MIAMI - WINN DIXIE",2.533609,7736
"MIAMI - WINN DIXIE",2.534996,7058
"MIAMI - WINN DIXIE",2.537475,8032
"MIAMI - WINN DIXIE",2.538376,9003
"MIAMI - WINN DIXIE",2.541022,6911
"MIAMI - WINN DIXIE",2.542347,7781
"MIAMI - WINN DIXIE",2.542857,8750
"MIAMI - WINN DIXIE",2.542971,8273
"MIAMI - WINN DIXIE",2.544881,8712
"MIAMI - WINN DIXIE",2.546737,7157
"MILWAUKEE - KOHLS FOOD STORE",2.639565,2300
"MILWAUKEE - KOHLS FOOD STORE",2.677576,3911
"MILWAUKEE - KOHLS FOOD STORE",2.692739,3209
"MILWAUKEE - KOHLS FOOD STORE",2.913126,1577
"MILWAUKEE - KOHLS FOOD STORE",2.929091,1650
"MILWAUKEE - KOHLS FOOD STORE",2.961032,1976
"MILWAUKEE - KOHLS FOOD STORE",2.982823,2154
"MILWAUKEE - KOHLS FOOD STORE",3.021993,3592
"MILWAUKEE - KOHLS FOOD STORE",3.028345,1764
"MILWAUKEE - KOHLS FOOD STORE",3.036301,1460
"MILWAUKEE - KOHLS FOOD STORE",3.040155,1544
"MILWAUKEE - KOHLS FOOD STORE",3.04375,1280
"MILWAUKEE - KOHLS FOOD STORE",3.044273,1423
"MILWAUKEE - KOHLS FOOD STORE",3.044685,3603
"MILWAUKEE - KOHLS FOOD STORE",3.046278,1491
"MILWAUKEE - KOHLS FOOD STORE",3.048872,1064
"MILWAUKEE - KOHLS FOOD STORE",3.04979,1426
"MILWAUKEE - KOHLS FOOD STORE",3.051282,1989
"MILWAUKEE - KOHLS FOOD STORE",3.053723,1880
"MILWAUKEE - KOHLS FOOD STORE",3.054342,1785
"MILWAUKEE - KOHLS FOOD STORE",3.05804,1878
"MILWAUKEE - KOHLS FOOD STORE",3.067383,2048
"MILWAUKEE - KOHLS FOOD STORE",3.06821,1598
"MILWAUKEE - KOHLS FOOD STORE",3.071477,1469
"MILWAUKEE - KOHLS FOOD STORE",3.074939,1628
"MILWAUKEE - KOHLS FOOD STORE",3.076467,1857
"MILWAUKEE - KOHLS FOOD STORE",3.078103,1434
"MILWAUKEE - KOHLS FOOD STORE",3.078326,4111
"MILWAUKEE - KOHLS FOOD STORE",3.092827,2370
"MILWAUKEE - KOHLS FOOD STORE",3.093085,1504
"MILWAUKEE - KOHLS FOOD STORE",3.10352,1449
"MILWAUKEE - KOHLS FOOD STORE",3.125833,2702
"MILWAUKEE - KOHLS FOOD STORE",3.12748,3326
"MILWAUKEE - KOHLS FOOD STORE",3.130158,2981
"MILWAUKEE - KOHLS FOOD STORE",3.13154,1338
"MILWAUKEE - KOHLS FOOD STORE",3.133568,3414
"MILWAUKEE - KOHLS FOOD STORE",3.134271,1564
"MILWAUKEE - KOHLS FOOD STORE",3.134775,1803
"MILWAUKEE - KOHLS FOOD STORE",3.135043,1755
"MILWAUKEE - KOHLS FOOD STORE",3.135065,1540
"MILWAUKEE - KOHLS FOOD STORE",3.139564,1605
"MILWAUKEE - KOHLS FOOD STORE",3.139899,1787
"MILWAUKEE - KOHLS FOOD STORE",3.140203,2368
"MILWAUKEE - KOHLS FOOD STORE",3.140554,1551
"MILWAUKEE - KOHLS FOOD STORE",3.143039,1573
"MILWAUKEE - KOHLS FOOD STORE",3.14805,1513
"MILWAUKEE - KOHLS FOOD STORE",3.149923,1294
"MILWAUKEE - KOHLS FOOD STORE",3.150376,1463
"MILWAUKEE - KOHLS FOOD STORE",3.150452,1768
"MILWAUKEE - KOHLS FOOD STORE",3.153495,1316
"MILWAUKEE - KOHLS FOOD STORE",3.156328,1612
"MILWAUKEE - KOHLS FOOD STORE",3.156659,1832
"MILWAUKEE - KOHLS FOOD STORE",3.165418,1735
"MILWAUKEE - KOHLS FOOD STORE",3.167133,1430
"MILWAUKEE - KOHLS FOOD STORE",3.239642,1786
"MILWAUKEE - KOHLS FOOD STORE",3.245949,1728
"MILWAUKEE - KOHLS FOOD STORE",3.252328,3222
"MILWAUKEE - KOHLS FOOD STORE",3.261132,1325
"MILWAUKEE - KOHLS FOOD STORE",3.262946,1738
"MILWAUKEE - KOHLS FOOD STORE",3.265577,1958
"MILWAUKEE - KOHLS FOOD STORE",3.268568,1508
"NASHVILLE - KROGER CO",1.986393,4336
"NASHVILLE - KROGER CO",1.986477,4437
"NASHVILLE - KROGER CO",1.986754,4756
"NASHVILLE - KROGER CO",1.999781,4561
"NASHVILLE - KROGER CO",2.012728,4557
"NASHVILLE - KROGER CO",2.028011,4284
"NASHVILLE - KROGER CO",2.044653,5106
"NASHVILLE - KROGER CO",2.046154,4485
"NASHVILLE - KROGER CO",2.047597,4412
"NASHVILLE - KROGER CO",2.11985,4272
"NASHVILLE - KROGER CO",2.12,4000
"NASHVILLE - KROGER CO",2.120094,5121
"NASHVILLE - KROGER CO",2.189823,4815
"NASHVILLE - KROGER CO",2.225495,4142
"NASHVILLE - KROGER CO",2.228955,4324
"NASHVILLE - KROGER CO",2.253036,4446
"NASHVILLE - KROGER CO",2.253038,4608
"NASHVILLE - KROGER CO",2.253081,3651
"NASHVILLE - KROGER CO",2.253179,4404
"NASHVILLE - KROGER CO",2.253189,4155
"NASHVILLE - KROGER CO",2.253263,4367
"NASHVILLE - KROGER CO",2.253269,4130
"NASHVILLE - KROGER CO",2.253276,3510
"NASHVILLE - KROGER CO",2.253287,4335
"NASHVILLE - KROGER CO",2.25329,3723
"NASHVILLE - KROGER CO",2.25338,3994
"NASHVILLE - KROGER CO",2.253387,4503
"NASHVILLE - KROGER CO",2.253464,3681
"NASHVILLE - KROGER CO",2.253484,4162
"NASHVILLE - KROGER CO",2.253484,4592
"NASHVILLE - KROGER CO",2.253534,4244
"NASHVILLE - KROGER CO",2.253569,4693
"NASHVILLE - KROGER CO",2.253596,4310
"NASHVILLE - KROGER CO",2.273742,4212
"NASHVILLE - KROGER CO",2.274745,4415
"NASHVILLE - KROGER CO",2.386388,3688
"NASHVILLE - KROGER CO",2.386396,4234
"NASHVILLE - KROGER CO",2.386447,3822
"NASHVILLE - KROGER CO",2.386452,4901
"NASHVILLE - KROGER CO",2.38647,4272
"NASHVILLE - KROGER CO",2.386475,4096
"NASHVILLE - KROGER CO",2.386582,4576
"NASHVILLE - KROGER CO",2.386635,4684
"NASHVILLE - KROGER CO",2.386645,4283
"NASHVILLE - KROGER CO",2.386672,4787
"NASHVILLE - KROGER CO",2.386755,4243
"NASHVILLE - KROGER CO",2.386758,4667
"NASHVILLE - KROGER CO",2.519871,4957
"NASHVILLE - KROGER CO",2.520028,4219
"NASHVILLE - KROGER CO",2.567089,3160
"NASHVILLE - KROGER CO",2.581594,2923
"NASHVILLE - KROGER CO",2.588896,2936
"NASHVILLE - KROGER CO",2.653193,3414
"NASHVILLE - KROGER CO",2.653622,3092
"NASHVILLE - KROGER CO",2.718849,3475
"NASHVILLE - KROGER CO",2.722152,3160
"NASHVILLE - KROGER CO",2.807708,2413
"NASHVILLE - KROGER CO",2.827953,2447
"NASHVILLE - KROGER CO",2.828826,2810
"NASHVILLE - KROGER CO",2.832718,2439
"NASHVILLE - KROGER CO",2.882728,2669
"NASHVILLE - KROGER CO",2.897446,2428
"NASHVILLE - KROGER CO",2.906181,2281
"NASHVILLE - KROGER CO",2.912909,2595
"NASHVILLE - KROGER CO",2.926777,2786
"NASHVILLE - KROGER CO",2.941253,3064
"NASHVILLE - KROGER CO",2.966261,2549
"NASHVILLE - KROGER CO",2.971674,3142
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986453,6791
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986489,5033
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986506,8374
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986553,5503
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986582,7527
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986589,6562
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986624,5906
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986702,7445
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986711,5418
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986786,6811
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986865,8222
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.989016,4825
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.993727,7811
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.048188,5105
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.077373,6669
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.081065,6686
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106327,5737
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106367,9392
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106443,6689
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106464,5523
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106475,9993
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106492,5052
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106501,5061
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.10651,7051
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106527,8993
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106542,8851
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106548,7208
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106588,9851
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106595,6839
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106598,6229
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106621,6434
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106625,7306
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106625,7653
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106632,4192
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106632,6996
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106658,5888
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106662,8766
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106672,5381
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106695,5586
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106699,5717
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106706,7769
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106708,5173
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106713,9296
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106724,8180
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106727,8414
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106728,8517
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106736,7289
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106743,9565
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106849,6570
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106862,7374
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106867,6466
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106875,7738
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106913,7754
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.112688,5777
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.378174,3702
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.379215,4715
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.379845,5031
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.380096,4391
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.380686,4287
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.381335,4479
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.381887,4991
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.381955,4655
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.382233,4424
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.382624,6066
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.386263,2941
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.386746,3682
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.387004,3478
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.387031,3408
"NEW ORLEANS - WINN DIXIE",2.355576,5515
"NEW ORLEANS - WINN DIXIE",2.370422,5051
"NEW ORLEANS - WINN DIXIE",2.376062,5180
"NEW ORLEANS - WINN DIXIE",2.377593,5061
"NEW ORLEANS - WINN DIXIE",2.379845,5031
"NEW ORLEANS - WINN DIXIE",2.380086,3736
"NEW ORLEANS - WINN DIXIE",2.380493,5598
"NEW ORLEANS - WINN DIXIE",2.381373,5884
"NEW ORLEANS - WINN DIXIE",2.385924,5172
"NEW ORLEANS - WINN DIXIE",2.387958,6145
"NEW ORLEANS - WINN DIXIE",2.388929,5528
"NEW ORLEANS - WINN DIXIE",2.391446,5845
"NEW ORLEANS - WINN DIXIE",2.392597,4944
"NEW ORLEANS - WINN DIXIE",2.399182,5133
"NEW ORLEANS - WINN DIXIE",2.401994,5015
"NEW ORLEANS - WINN DIXIE",2.402839,6129
"NEW ORLEANS - WINN DIXIE",2.407087,5785
"NEW ORLEANS - WINN DIXIE",2.414985,5005
"NEW ORLEANS - WINN DIXIE",2.425944,5111
"NEW ORLEANS - WINN DIXIE",2.451177,4291
"NEW ORLEANS - WINN DIXIE",2.466292,5874
"NEW ORLEANS - WINN DIXIE",2.546074,4699
"NEW ORLEANS - WINN DIXIE",2.547525,5050
"NEW ORLEANS - WINN DIXIE",2.555208,5117
"NEW ORLEANS - WINN DIXIE",2.585598,5777
"NEW ORLEANS - WINN DIXIE",2.58778,4648
"NEW ORLEANS - WINN DIXIE",2.589687,5391
"NEW ORLEANS - WINN DIXIE",2.594889,5048
"NEW ORLEANS - WINN DIXIE",2.597769,4572
"NEW ORLEANS - WINN DIXIE",2.607385,5606
"NEW ORLEANS - WINN DIXIE",2.610822,6154
"NEW ORLEANS - WINN DIXIE",2.632357,3857
"NEW ORLEANS - WINN DIXIE",2.642049,4333
"NEW ORLEANS - WINN DIXIE",2.646013,3938
"NEW ORLEANS - WINN DIXIE",2.646748,4167
"NEW ORLEANS - WINN DIXIE",2.6647,3728
"NEW ORLEANS - WINN DIXIE",2.681409,4002
"NEW ORLEANS - WINN DIXIE",2.711292,3436
"NEW ORLEANS - WINN DIXIE",2.761589,2869
"NEW ORLEANS - WINN DIXIE",2.762641,4331
"NEW ORLEANS - WINN DIXIE",2.770315,3618
"NEW ORLEANS - WINN DIXIE",2.773791,3930
"NEW ORLEANS - WINN DIXIE",2.783489,3852
"NEW ORLEANS - WINN DIXIE",2.783967,3680
"NEW ORLEANS - WINN DIXIE",2.788316,3954
"NEW ORLEANS - WINN DIXIE",2.791539,4231
"NEW ORLEANS - WINN DIXIE",2.793023,3411
"NEW ORLEANS - WINN DIXIE",2.793672,3761
"NEW ORLEANS - WINN DIXIE",2.794428,3984
"NEW ORLEANS - WINN DIXIE",2.797207,3437
"NEW ORLEANS - WINN DIXIE",2.804114,3354
"NEW ORLEANS - WINN DIXIE",2.80504,3770
"NEW ORLEANS - WINN DIXIE",2.812378,4088
"NEW ORLEANS - WINN DIXIE",2.8125,3024
"NEW ORLEANS - WINN DIXIE",2.858667,3467
"NEW ORLEANS - WINN DIXIE",2.868962,3457
"NEW ORLEANS - WINN DIXIE",2.928085,3379
"NEW ORLEANS - WINN DIXIE",2.9334,2988
"NEW ORLEANS - WINN DIXIE",2.939438,3418
"NEW ORLEANS - WINN DIXIE",2.953861,3186
"NEW ORLEANS - WINN DIXIE",2.965837,2693
"NEW YORK (NEW) - A & P",2.653224,8778
"NEW YORK (NEW) - A & P",2.653279,14043
"NEW YORK (NEW) - A & P",2.653372,9402
"NEW YORK (NEW) - A & P",2.653393,8990
"NEW YORK (NEW) - A & P",2.65347,11240
"NEW YORK (NEW) - A & P",2.653481,13070
"NEW YORK (NEW) - A & P",2.682062,11952
"NEW YORK (NEW) - A & P",2.687252,5554
"NEW YORK (NEW) - A & P",2.696599,7439
"NEW YORK (NEW) - A & P",2.699745,8636
"NEW YORK (NEW) - A & P",2.709558,6194
"NEW YORK (NEW) - A & P",2.711316,5868
"NEW YORK (NEW) - A & P",2.712354,7617
"NEW YORK (NEW) - A & P",2.799019,5707
"NEW YORK (NEW) - A & P",3.333333,6708
"NEW YORK (NEW) - A & P",3.357955,2464
"NEW YORK (NEW) - A & P",3.478993,75070
"NEW YORK (NEW) - A & P",3.494238,4512
"NEW YORK (NEW) - A & P",3.504492,5566
"NEW YORK (NEW) - A & P",3.522963,3375
"NEW YORK (NEW) - A & P",3.524942,3448
"NEW YORK (NEW) - A & P",3.52919,3186
"NEW YORK (NEW) - A & P",3.584632,3722
"NEW YORK (NEW) - A & P",3.632593,2700
"NEW YORK (NEW) - A & P",3.780637,3109
"NEW YORK (NEW) - A & P",3.949543,3171
"NEW YORK (NEW) - A & P",4.280518,5636
"NEW YORK (NEW) - A & P",4.349618,4319
"NEW YORK (NEW) - A & P",4.359869,3354
"NEW YORK (NEW) - A & P",4.372283,3175
"NEW YORK (NEW) - A & P",4.391789,3142
"NEW YORK (NEW) - A & P",4.392968,4181
"NEW YORK (NEW) - A & P",4.393092,3040
"NEW YORK (NEW) - A & P",4.39378,22863
"NEW YORK (NEW) - A & P",4.394166,3874
"NEW YORK (NEW) - A & P",4.394286,3675
"NEW YORK (NEW) - A & P",4.394828,3171
"NEW YORK (NEW) - A & P",4.39522,3431
"NEW YORK (NEW) - A & P",4.395692,3528
"NEW YORK (NEW) - A & P",4.395764,2691
"NEW YORK (NEW) - A & P",4.396565,2504
"NEW YORK (NEW) - A & P",4.396932,2673
"NEW YORK (NEW) - A & P",4.397221,11802
"NEW YORK (NEW) - A & P",4.397227,4471
"NEW YORK (NEW) - A & P",4.397906,3056
"NEW YORK (NEW) - A & P",4.398184,2313
"NEW YORK (NEW) - A & P",4.39857,2657
"NEW YORK (NEW) - A & P",4.398787,3463
"NEW YORK (NEW) - A & P",4.398914,2394
"NEW YORK (NEW) - A & P",4.399294,3684
"NEW YORK (NEW) - A & P",4.399547,3529
"NEW YORK (NEW) - A & P",4.399927,2743
"NEW YORK (NEW) - A & P",4.399946,3738
"NEW YORK (NEW) - A & P",4.4,3670
"NEW YORK (NEW) - A & P",4.400059,3412
"NEW YORK (NEW) - A & P",4.400252,3178
"NEW YORK (NEW) - A & P",4.400642,2803
"NEW YORK (NEW) - A & P",4.400715,3918
"NEW YORK (NEW) - A & P",4.400915,3936
"NEW YORK (NEW) - A & P",4.401844,2603
"NEW YORK (NEW) - A & P",4.402439,2542
"NEW YORK (NEW) - A & P",4.402948,3596
"NEW YORK (NEW) - A & P",4.403114,3019
"NEW YORK (NEW) - A & P",4.404065,2460
"NEW YORK (NEW) - A & P",4.40437,2792
"NEW YORK (NEW) - A & P",4.406829,3075
"NEW YORK (NEW) - A & P",4.412013,3313
"NEW YORK (NEW) - A & P",4.412204,3081
"NEW YORK (NEW) - PATHMARK",2.244007,35249
"NEW YORK (NEW) - PATHMARK",2.430326,53901
"NEW YORK (NEW) - PATHMARK",2.653319,34014
"NEW YORK (NEW) - PATHMARK",2.653358,53773
"NEW YORK (NEW) - PATHMARK",2.653377,39054
"NEW YORK (NEW) - PATHMARK",2.653381,25968
"NEW YORK (NEW) - PATHMARK",2.653475,4144
"NEW YORK (NEW) - PATHMARK",2.653611,3268
"NEW YORK (NEW) - PATHMARK",2.919983,21058
"NEW YORK (NEW) - PATHMARK",3.060606,30327
"NEW YORK (NEW) - PATHMARK",3.063335,3742
"NEW YORK (NEW) - PATHMARK",3.476873,4886
"NEW YORK (NEW) - PATHMARK",3.540535,31639
"NEW YORK (NEW) - PATHMARK",3.986801,4849
"NEW YORK (NEW) - PATHMARK",4.355767,5037
"NEW YORK (NEW) - PATHMARK",4.385705,3176
"NEW YORK (NEW) - PATHMARK",4.385777,2714
"NEW YORK (NEW) - PATHMARK",4.385822,3442
"NEW YORK (NEW) - PATHMARK",4.385993,3070
"NEW YORK (NEW) - PATHMARK",4.386203,3537
"NEW YORK (NEW) - PATHMARK",4.386254,3521
"NEW YORK (NEW) - PATHMARK",4.38628,3003
"NEW YORK (NEW) - PATHMARK",4.386281,3834
"NEW YORK (NEW) - PATHMARK",4.386341,4949
"NEW YORK (NEW) - PATHMARK",4.386346,3911
"NEW YORK (NEW) - PATHMARK",4.386415,2223
"NEW YORK (NEW) - PATHMARK",4.386488,2916
"NEW YORK (NEW) - PATHMARK",4.386501,2978
"NEW YORK (NEW) - PATHMARK",4.386524,3829
"NEW YORK (NEW) - PATHMARK",4.386534,2807
"NEW YORK (NEW) - PATHMARK",4.386542,4830
"NEW YORK (NEW) - PATHMARK",4.386655,2263
"NEW YORK (NEW) - PATHMARK",4.386659,8920
"NEW YORK (NEW) - PATHMARK",4.386679,3243
"NEW YORK (NEW) - PATHMARK",4.386692,5741
"NEW YORK (NEW) - PATHMARK",4.386694,3442
"NEW YORK (NEW) - PATHMARK",4.38678,3873
"NEW YORK (NEW) - PATHMARK",4.386837,3358
"NEW YORK (NEW) - PATHMARK",4.386873,3885
"NEW YORK (NEW) - PATHMARK",4.386882,3156
"NEW YORK (NEW) - PATHMARK",4.38692,4205
"NEW YORK (NEW) - PATHMARK",4.386955,3649
"NEW YORK (NEW) - PATHMARK",4.386968,2747
"NEW YORK (NEW) - PATHMARK",4.386997,5491
"NEW YORK (NEW) - PATHMARK",4.387016,4005
"NEW YORK (NEW) - PATHMARK",4.387056,3183
"NEW YORK (NEW) - PATHMARK",4.387264,3078
"NEW YORK (NEW) - PATHMARK",4.387281,2626
"NEW YORK (NEW) - PATHMARK",4.387883,2707
"NEW YORK (NEW) - PATHMARK",4.471371,2707
"NEW YORK (NEW) - PATHMARK",4.474166,2729
"NEW YORK (NEW) - PATHMARK",4.474218,3549
"NEW YORK (NEW) - PATHMARK",4.474379,2576
"NEW YORK (NEW) - PATHMARK",4.475454,2587
"NEW YORK (NEW) - PATHMARK",4.477644,3243
"NEW YORK (NEW) - PATHMARK",4.479359,3246
"NEW YORK (NEW) - PATHMARK",4.479689,3348
"NEW YORK (NEW) - PATHMARK",4.479816,4137
"NEW YORK (NEW) - PATHMARK",4.479932,3513
